importance_rank,osm_node_id,latitude,longitude,street_names,demand_level,total_demand_rate,design,design_name,completion_rate,avg_waiting_time_s,avg_queue_length,throughput_veh_s,traffic_efficiency
29,5941663059,13.8953657,100.7106823,ถนนไทยรามัญ,high,2.0,flyover,Flyover,0.13977635782747605,16.043478260869566,3.075,0.19166666666666668,0.6798738961113704
30,4688947276,13.8947865,100.7075883,ถนนไทยรามัญ,high,2.0,flyover,Flyover,0.13977635782747605,12.64102564102564,2.465,0.195,0.727909858449219
1,350390643,13.841924,100.7131838,ถนนสุเหร่าคลองหนึ่ง; ถนนเจริญพัฒนา,low,0.5,underpass,Underpass,0.13651877133105803,2.92,0.12166666666666667,0.041666666666666664,0.9407878709750133
2,5877834594,13.8601908,100.7403845,ซอยวัดสุขใจ,low,0.5,underpass,Underpass,0.13651877133105803,1.6363636363636365,0.03,0.018333333333333333,0.9674711212264354
3,2722951931,13.8941035,100.7034483,ซอยหนองระแหง 5; ถนนไทยรามัญ,low,0.5,underpass,Underpass,0.13651877133105803,7.780487804878049,0.5316666666666666,0.06833333333333333,0.851509667082885
4,3053324433,13.8860863,100.7221994,ถนนหทัยราษฎร์,low,0.5,underpass,Underpass,0.13651877133105803,23.285714285714285,1.0866666666666667,0.04666666666666667,0.6899659519393233
5,2739129171,13.8694104,100.7749543,วัดสุขใจ 36,low,0.5,underpass,Underpass,0.13651877133105803,10.727272727272727,0.19666666666666666,0.018333333333333333,0.8323668883983036
6,3834754707,13.8597869,100.7350807,ซอย วัดสุขใจ; ซอยวัดสุขใจ; วัดสุขใจ 1; วัดสุขใจ 4,low,0.5,underpass,Underpass,0.13651877133105803,15.26086956521739,0.585,0.03833333333333333,0.7704376811642852
7,3017429961,13.8311443,100.7610659,ถนนประชาร่วมใจ,low,0.5,underpass,Underpass,0.13651877133105803,6.5,0.39,0.06,0.8745571211651182
8,3841546184,13.8414941,100.7029031,ถนนสุเหร่าคลองหนึ่ง; สุเหร่าคลองหนึ่ง 5; สุเหร่าคลองหนึ่ง ซอย 5,low,0.5,underpass,Underpass,0.13651877133105803,22.071428571428573,0.515,0.023333333333333334,0.721486411053841
9,2722951940,13.9061458,100.6996359,ซอยหนองระแหง 5; ถนนหนองระแหง,low,0.5,underpass,Underpass,0.13651877133105803,10.833333333333334,0.5416666666666666,0.05,0.8154504728720757
10,3010327836,13.8353969,100.7675243,ซอยประชาร่วมใจ 33; ซอยประชาร่วมใจ 44; ถนนประชาร่วมใจ,low,0.5,underpass,Underpass,0.13651877133105803,4.586206896551724,0.22166666666666668,0.04833333333333333,0.9096541714810968
11,5817136062,13.8393703,100.773706,ถนนประชาร่วมใจ,low,0.5,underpass,Underpass,0.13651877133105803,16.695652173913043,0.64,0.03833333333333333,0.7558452307055659
12,5935920708,13.8958999,100.7151813,ถนนไทยรามัญ,low,0.5,underpass,Underpass,0.13651877133105803,11.24390243902439,0.7683333333333333,0.06833333333333333,0.8013777783722789
13,3010521944,13.8416099,100.7790452,ซอยประชาร่วมใจ 45; ซอยประชาร่วมใจ 60; ถนนประชาร่วมใจ,low,0.5,underpass,Underpass,0.13651877133105803,15.384615384615385,0.3333333333333333,0.021666666666666667,0.7806101694915255
14,5870258361,13.8479329,100.7273239,ถนนสามวา,low,0.5,underpass,Underpass,0.13651877133105803,14.571428571428571,0.17,0.011666666666666667,0.7955230204312211
15,5933246533,13.9119598,100.7070246,ถนนหนองระแหง,low,0.5,underpass,Underpass,0.13651877133105803,4.857142857142857,0.056666666666666664,0.011666666666666667,0.9135800375753712
16,5933392468,13.9087958,100.6955807,ซอยหนองระแหง 4,low,0.5,underpass,Underpass,0.13651877133105803,9.473684210526315,0.3,0.03166666666666667,0.8415421686746987
17,8236662649,13.8768935,100.7817271,ถนนแบนชะโด,low,0.5,underpass,Underpass,0.13651877133105803,24.4,0.20333333333333334,0.008333333333333333,0.7209676841073691
18,3673190579,13.8953156,100.6961963,ซอยไทยรามัญ; ถนนไทยรามัญ,low,0.5,underpass,Underpass,0.13651877133105803,7.375,0.09833333333333333,0.013333333333333334,0.8767483847165658
19,8392620342,13.8729128,100.6894381,ถนนพระยาสุเรนทร์,low,0.5,underpass,Underpass,0.13651877133105803,2.857142857142857,0.03333333333333333,0.011666666666666667,0.9461663359191773
20,3012564666,13.8466951,100.7908739,ซอยประชาร่วมใจ 63; ถนนประชาร่วมใจ,low,0.5,underpass,Underpass,0.13651877133105803,16.333333333333332,0.16333333333333333,0.01,0.780485941993649
21,3843843349,13.824774,100.7511067,ถนนประชาร่วมใจ,low,0.5,underpass,Underpass,0.13651877133105803,18.0,0.24,0.013333333333333334,0.7633495145631068
22,3845068387,13.824209,100.7125358,ซอยเจริญพัฒนา 5; ถนนเจริญพัฒนา,low,0.5,underpass,Underpass,0.13651877133105803,12.5,0.20833333333333334,0.016666666666666666,0.8133771275007464
23,5936141680,13.9033267,100.6912209,ซอยหนองระแหง 4,low,0.5,underpass,Underpass,0.13651877133105803,7.5,0.125,0.016666666666666666,0.8738461538461539
24,3834754705,13.8596453,100.7392992,ซอยวัดสุขใจ; วัดสุขใจ 5/1; วัดสุขใจ 6,low,0.5,underpass,Underpass,0.13651877133105803,14.176470588235293,0.40166666666666667,0.028333333333333332,0.7883335345242248
25,1669530698,13.8330777,100.7640554,ถนนประชาร่วมใจ,low,0.5,underpass,Underpass,0.13651877133105803,10.266666666666667,0.5133333333333333,0.05,0.8229008385755108
26,6128822544,13.8408751,100.698682,ถนนสุเหร่าคลองหนึ่ง; สุเหร่าคลองหนึ่ง 2,low,0.5,underpass,Underpass,0.13651877133105803,26.0,0.30333333333333334,0.011666666666666667,0.7068159660492057
27,1669530708,13.8365706,100.7693233,ถนนประชาร่วมใจ,low,0.5,underpass,Underpass,0.13651877133105803,14.964285714285714,0.6983333333333334,0.04666666666666667,0.7682042807783194
28,5941658256,13.8956484,100.7134093,ถนนไทยรามัญ,low,0.5,underpass,Underpass,0.13651877133105803,10.11111111111111,0.6066666666666667,0.06,0.8205582650825768
29,5941663059,13.8953657,100.7106823,ถนนไทยรามัญ,low,0.5,underpass,Underpass,0.13651877133105803,9.68421052631579,0.6133333333333333,0.06333333333333334,0.825097929720541
30,4688947276,13.8947865,100.7075883,ถนนไทยรามัญ,low,0.5,underpass,Underpass,0.13651877133105803,12.621621621621621,0.7783333333333333,0.06166666666666667,0.7868547526570664
1,350390643,13.841924,100.7131838,ถนนสุเหร่าคลองหนึ่ง; ถนนเจริญพัฒนา,medium,1.0,underpass,Underpass,0.13192182410423453,4.327586206896552,0.41833333333333333,0.09666666666666666,0.9044823662529691
2,5877834594,13.8601908,100.7403845,ซอยวัดสุขใจ,medium,1.0,underpass,Underpass,0.13192182410423453,11.84375,0.6316666666666667,0.05333333333333334,0.800899709734305
3,2722951931,13.8941035,100.7034483,ซอยหนองระแหง 5; ถนนไทยรามัญ,medium,1.0,underpass,Underpass,0.13192182410423453,7.1875,0.7666666666666667,0.10666666666666667,0.8490526248522223
4,3053324433,13.8860863,100.7221994,ถนนหทัยราษฎร์,medium,1.0,underpass,Underpass,0.13192182410423453,16.433962264150942,1.4516666666666667,0.08833333333333333,0.7262119248963069
5,2739129171,13.8694104,100.7749543,วัดสุขใจ 36,medium,1.0,underpass,Underpass,0.13192182410423453,17.783783783783782,1.0966666666666667,0.06166666666666667,0.7284740403475989
6,3834754707,13.8597869,100.7350807,ซอย วัดสุขใจ; ซอยวัดสุขใจ; วัดสุขใจ 1; วัดสุขใจ 4,medium,1.0,underpass,Underpass,0.13192182410423453,8.25531914893617,0.6466666666666666,0.07833333333333334,0.840607614217116
7,3017429961,13.8311443,100.7610659,ถนนประชาร่วมใจ,medium,1.0,underpass,Underpass,0.13192182410423453,5.861538461538461,0.635,0.10833333333333334,0.8725153311140572
8,3841546184,13.8414941,100.7029031,ถนนสุเหร่าคลองหนึ่ง; สุเหร่าคลองหนึ่ง 5; สุเหร่าคลองหนึ่ง ซอย 5,medium,1.0,underpass,Underpass,0.13192182410423453,18.372093023255815,1.3166666666666667,0.07166666666666667,0.7155858676207514
9,2722951940,13.9061458,100.6996359,ซอยหนองระแหง 5; ถนนหนองระแหง,medium,1.0,underpass,Underpass,0.13192182410423453,12.591836734693878,1.0283333333333333,0.08166666666666667,0.7770559222819711
10,3010327836,13.8353969,100.7675243,ซอยประชาร่วมใจ 33; ซอยประชาร่วมใจ 44; ถนนประชาร่วมใจ,medium,1.0,underpass,Underpass,0.13192182410423453,5.28125,0.5633333333333334,0.10666666666666667,0.88387226455928
11,5817136062,13.8393703,100.773706,ถนนประชาร่วมใจ,medium,1.0,underpass,Underpass,0.13192182410423453,13.628571428571428,0.795,0.058333333333333334,0.7764167665366217
12,5935920708,13.8958999,100.7151813,ถนนไทยรามัญ,medium,1.0,underpass,Underpass,0.13192182410423453,10.088888888888889,1.5133333333333334,0.15,0.7853722243026087
13,3010521944,13.8416099,100.7790452,ซอยประชาร่วมใจ 45; ซอยประชาร่วมใจ 60; ถนนประชาร่วมใจ,medium,1.0,underpass,Underpass,0.13192182410423453,17.761904761904763,0.6216666666666667,0.035,0.7480273272585106
14,5870258361,13.8479329,100.7273239,ถนนสามวา,medium,1.0,underpass,Underpass,0.13192182410423453,10.2,0.255,0.025,0.8354050462406322
15,5933246533,13.9119598,100.7070246,ถนนหนองระแหง,medium,1.0,underpass,Underpass,0.13192182410423453,11.583333333333334,0.23166666666666666,0.02,0.8216083919205084
16,5933392468,13.9087958,100.6955807,ซอยหนองระแหง 4,medium,1.0,underpass,Underpass,0.13192182410423453,4.34375,0.23166666666666666,0.05333333333333334,0.9128554903028965
17,8236662649,13.8768935,100.7817271,ถนนแบนชะโด,medium,1.0,underpass,Underpass,0.13192182410423453,7.642857142857143,0.17833333333333334,0.023333333333333334,0.8694561345775254
18,3673190579,13.8953156,100.6961963,ซอยไทยรามัญ; ถนนไทยรามัญ,medium,1.0,underpass,Underpass,0.13192182410423453,17.083333333333332,0.3416666666666667,0.02,0.7659172685721358
19,8392620342,13.8729128,100.6894381,ถนนพระยาสุเรนทร์,medium,1.0,underpass,Underpass,0.13192182410423453,2.7857142857142856,0.065,0.023333333333333334,0.9457958012715317
20,3012564666,13.8466951,100.7908739,ซอยประชาร่วมใจ 63; ถนนประชาร่วมใจ,medium,1.0,underpass,Underpass,0.13192182410423453,13.823529411764707,0.39166666666666666,0.028333333333333332,0.7920689402371319
21,3843843349,13.824774,100.7511067,ถนนประชาร่วมใจ,medium,1.0,underpass,Underpass,0.13192182410423453,11.454545454545455,0.21,0.018333333333333333,0.8239791012244375
22,3845068387,13.824209,100.7125358,ซอยเจริญพัฒนา 5; ถนนเจริญพัฒนา,medium,1.0,underpass,Underpass,0.13192182410423453,14.631578947368421,0.4633333333333333,0.03166666666666667,0.7814035016014328
23,5936141680,13.9033267,100.6912209,ซอยหนองระแหง 4,medium,1.0,underpass,Underpass,0.13192182410423453,10.0,0.23333333333333334,0.023333333333333334,0.8386639676113361
24,3834754705,13.8596453,100.7392992,ซอยวัดสุขใจ; วัดสุขใจ 5/1; วัดสุขใจ 6,medium,1.0,underpass,Underpass,0.13192182410423453,11.636363636363637,0.64,0.055,0.8026847808507197
25,1669530698,13.8330777,100.7640554,ถนนประชาร่วมใจ,medium,1.0,underpass,Underpass,0.13192182410423453,12.380952380952381,1.3,0.105,0.7688051226289718
26,6128822544,13.8408751,100.698682,ถนนสุเหร่าคลองหนึ่ง; สุเหร่าคลองหนึ่ง 2,medium,1.0,underpass,Underpass,0.13192182410423453,18.705882352941178,0.53,0.028333333333333332,0.7447117590091239
27,1669530708,13.8365706,100.7693233,ถนนประชาร่วมใจ,medium,1.0,underpass,Underpass,0.13192182410423453,12.864406779661017,1.265,0.09833333333333333,0.7653146863891007
28,5941658256,13.8956484,100.7134093,ถนนไทยรามัญ,medium,1.0,underpass,Underpass,0.13192182410423453,9.606741573033707,1.425,0.14833333333333334,0.793990631525481
29,5941663059,13.8953657,100.7106823,ถนนไทยรามัญ,medium,1.0,underpass,Underpass,0.13192182410423453,11.78048780487805,1.61,0.13666666666666666,0.7638095897625613
30,4688947276,13.8947865,100.7075883,ถนนไทยรามัญ,medium,1.0,underpass,Underpass,0.13192182410423453,8.112676056338028,0.96,0.11833333333333333,0.8294266708900855
1,350390643,13.841924,100.7131838,ถนนสุเหร่าคลองหนึ่ง; ถนนเจริญพัฒนา,high,2.0,underpass,Underpass,0.13977635782747605,4.073770491803279,0.8283333333333334,0.20333333333333334,0.8907348983945188
2,5877834594,13.8601908,100.7403845,ซอยวัดสุขใจ,high,2.0,underpass,Underpass,0.13977635782747605,7.5064935064935066,0.9633333333333334,0.12833333333333333,0.8369269384143257
3,2722951931,13.8941035,100.7034483,ซอยหนองระแหง 5; ถนนไทยรามัญ,high,2.0,underpass,Underpass,0.13977635782747605,7.366412213740458,1.6083333333333334,0.21833333333333332,0.8147602692093371
4,3053324433,13.8860863,100.7221994,ถนนหทัยราษฎร์,high,2.0,underpass,Underpass,0.13977635782747605,22.227272727272727,3.26,0.14666666666666667,0.6288393490671478
5,2739129171,13.8694104,100.7749543,วัดสุขใจ 36,high,2.0,underpass,Underpass,0.13977635782747605,13.084745762711865,1.2866666666666666,0.09833333333333333,0.7623613176594448
6,3834754707,13.8597869,100.7350807,ซอย วัดสุขใจ; ซอยวัดสุขใจ; วัดสุขใจ 1; วัดสุขใจ 4,high,2.0,underpass,Underpass,0.13977635782747605,12.121739130434783,2.3233333333333333,0.19166666666666668,0.737310180305546
7,3017429961,13.8311443,100.7610659,ถนนประชาร่วมใจ,high,2.0,underpass,Underpass,0.13977635782747605,8.140495867768594,1.6416666666666666,0.20166666666666666,0.8038321545522052
8,3841546184,13.8414941,100.7029031,ถนนสุเหร่าคลองหนึ่ง; สุเหร่าคลองหนึ่ง 5; สุเหร่าคลองหนึ่ง ซอย 5,high,2.0,underpass,Underpass,0.13977635782747605,17.457142857142856,2.0366666666666666,0.11666666666666667,0.6981205377593016
9,2722951940,13.9061458,100.6996359,ซอยหนองระแหง 5; ถนนหนองระแหง,high,2.0,underpass,Underpass,0.13977635782747605,13.650485436893204,2.3433333333333333,0.17166666666666666,0.7217445693124436
10,3010327836,13.8353969,100.7675243,ซอยประชาร่วมใจ 33; ซอยประชาร่วมใจ 44; ถนนประชาร่วมใจ,high,2.0,underpass,Underpass,0.13977635782747605,5.8,0.9666666666666667,0.16666666666666666,0.8596706195094599
11,5817136062,13.8393703,100.773706,ถนนประชาร่วมใจ,high,2.0,underpass,Underpass,0.13977635782747605,15.774647887323944,1.8666666666666667,0.11833333333333333,0.7175550935550936
12,5935920708,13.8958999,100.7151813,ถนนไทยรามัญ,high,2.0,underpass,Underpass,0.13977635782747605,11.652173913043478,2.68,0.23,0.7317757813171948
13,3010521944,13.8416099,100.7790452,ซอยประชาร่วมใจ 45; ซอยประชาร่วมใจ 60; ถนนประชาร่วมใจ,high,2.0,underpass,Underpass,0.13977635782747605,13.884615384615385,1.2033333333333334,0.08666666666666667,0.7578666292522525
14,5870258361,13.8479329,100.7273239,ถนนสามวา,high,2.0,underpass,Underpass,0.13977635782747605,9.944444444444445,0.5966666666666667,0.06,0.8228631705424307
15,5933246533,13.9119598,100.7070246,ถนนหนองระแหง,high,2.0,underpass,Underpass,0.13977635782747605,6.96875,0.37166666666666665,0.05333333333333334,0.8691394059010714
16,5933392468,13.9087958,100.6955807,ซอยหนองระแหง 4,high,2.0,underpass,Underpass,0.13977635782747605,8.03448275862069,0.7766666666666666,0.09666666666666666,0.837857874064415
17,8236662649,13.8768935,100.7817271,ถนนแบนชะโด,high,2.0,underpass,Underpass,0.13977635782747605,5.0,0.175,0.035,0.9057230231542157
18,3673190579,13.8953156,100.6961963,ซอยไทยรามัญ; ถนนไทยรามัญ,high,2.0,underpass,Underpass,0.13977635782747605,8.4,0.35,0.041666666666666664,0.8519835329341318
19,8392620342,13.8729128,100.6894381,ถนนพระยาสุเรนทร์,high,2.0,underpass,Underpass,0.13977635782747605,8.783783783783784,0.5416666666666666,0.06166666666666667,0.8387456445993032
20,3012564666,13.8466951,100.7908739,ซอยประชาร่วมใจ 63; ถนนประชาร่วมใจ,high,2.0,underpass,Underpass,0.13977635782747605,8.466666666666667,0.635,0.075,0.8385224375024463
21,3843843349,13.824774,100.7511067,ถนนประชาร่วมใจ,high,2.0,underpass,Underpass,0.13977635782747605,9.21875,0.49166666666666664,0.05333333333333334,0.8358041826804655
22,3845068387,13.824209,100.7125358,ซอยเจริญพัฒนา 5; ถนนเจริญพัฒนา,high,2.0,underpass,Underpass,0.13977635782747605,9.222222222222221,0.5533333333333333,0.06,0.8330466616177117
23,5936141680,13.9033267,100.6912209,ซอยหนองระแหง 4,high,2.0,underpass,Underpass,0.13977635782747605,11.461538461538462,0.49666666666666665,0.043333333333333335,0.8107555729592384
24,3834754705,13.8596453,100.7392992,ซอยวัดสุขใจ; วัดสุขใจ 5/1; วัดสุขใจ 6,high,2.0,underpass,Underpass,0.13977635782747605,11.073170731707316,1.5133333333333334,0.13666666666666666,0.7746122872927441
25,1669530698,13.8330777,100.7640554,ถนนประชาร่วมใจ,high,2.0,underpass,Underpass,0.13977635782747605,15.37864077669903,2.64,0.17166666666666666,0.6974142673757564
26,6128822544,13.8408751,100.698682,ถนนสุเหร่าคลองหนึ่ง; สุเหร่าคลองหนึ่ง 2,high,2.0,underpass,Underpass,0.13977635782747605,20.83783783783784,1.285,0.06166666666666667,0.6987088811763584
27,1669530708,13.8365706,100.7693233,ถนนประชาร่วมใจ,high,2.0,underpass,Underpass,0.13977635782747605,17.265060240963855,2.388333333333333,0.13833333333333334,0.6888688596735351
28,5941658256,13.8956484,100.7134093,ถนนไทยรามัญ,high,2.0,underpass,Underpass,0.13977635782747605,14.440944881889763,3.0566666666666666,0.21166666666666667,0.6944500412047381
29,5941663059,13.8953657,100.7106823,ถนนไทยรามัญ,high,2.0,underpass,Underpass,0.13977635782747605,16.043478260869566,3.075,0.19166666666666668,0.6798738961113704
30,4688947276,13.8947865,100.7075883,ถนนไทยรามัญ,high,2.0,underpass,Underpass,0.13977635782747605,12.64102564102564,2.465,0.195,0.727909858449219
